"streetID","dateRated","dateLastOverlay","overall","crack","patch","width"
12578967,"5/14","2001",5,3,3,30
12578970,"5/14","",5,3,3,30
12578971,"5/14","",7,4,4,27
12578973,"5/14","",4,2,3,NA
12578976,"3/06","1999",7,3,4,30
12578978,"5/14","1999",6,3,4,30
12578989,"6/15","2004",6,3,3,21
12578990,"5/14","1996",6,3,4,30
12578991,"6/15","2004",6,3,3,21
12578992,"5/14","",7,4,4,27
12578993,"5/14","",7,4,2,27
12578994,"6/15","2004",7,3,4,35
12578995,"5/14","",6,3,4,27
12578996,"5/14","",7,3,5,27
12578997,"5/14","1999",6,3,4,27
12578998,"5/14","1999",6,3,4,27
12578999,"5/14","",6,3,3,27
12579001,"5/14","1999",5,3,3,27
12579002,"6/15","1992",6,3,5,27
12579007,"5/14","",4,2,2,29
12579008,"6/15","2004",6,3,5,35
12579009,"5/14","1989",6,3,4,29
12579011,"5/14","",5,3,3,27
12579013,"5/14","",4,2,2,29
12579020,"5/14","1999",6,3,3,27
12579022,"5/14","1997",7,3,4,28
12579023,"5/14","",5,3,3,29
12579024,"4/15","1999",7,4,4,56
12579026,"5/14","1997",8,4,3,28
12579028,"4/15","1999",7,4,4,56
12579363,"5/14","1989",6,3,4,24
12579364,"5/14","1989",6,3,3,24
12579371,"5/14","2004",5,2,3,40
12579372,"5/14","1989",6,3,5,23
12579379,"5/14","2004",4,2,3,40
12579385,"5/14","2004",8,4,5,40
12579403,"5/14","2004",8,4,5,40
12579557,"5/14","2004",5,2,3,40
12579559,"5/14","2004",5,2,3,40
12579560,"6/15","2004",6,2,4,36
12579561,"6/15","2004",5,2,3,36
12579564,"6/15","2000",5,2,3,31
12579565,"6/15","",7,3,4,30
12579567,"6/15","",7,3,4,30
12579568,"6/15","1998",7,4,3,27
12579569,"6/15","2004",6,3,4,23
12579570,"6/15","1996",6,3,3,30
12579571,"6/15","2004",6,3,4,23
12579572,"6/15","1998",7,3,4,36
12579584,"6/15","",7,3,4,24
12579586,"12/96","",8,4,4,NA
12579593,"6/15","1996",6,3,3,30
12579594,"6/15","1998",6,3,3,36
12579666,"5/14","1984",3,3,1,30
12579670,"4/15","1999",7,4,4,56
12579995,"4/14","2003",8,4,4,70
12579996,"4/14","1985",5,3,5,42
12579997,"4/14","1983",2,1,2,44
12579998,"4/14","2011",8,5,4,42
12579999,"4/14","2003",8,4,4,70
12580000,"4/14","1999",6,4,3,44
12580001,"4/14","2003",8,4,4,70
12580002,"4/14","2008",7,3,4,30
12580003,"4/15","2008",7,4,3,35
12580005,"4/14","2011",8,4,4,42
12580006,"4/14","2011",8,4,4,42
12580007,"4/14","2000",6,2,4,30
12580008,"4/15","1999",4,2,2,30
12580009,"4/14","1999",5,4,1,30
12580010,"4/15","1999",3,2,3,30
12580011,"4/15","1999",3,2,3,30
12580012,"4/14","",5,3,2,33
12580013,"4/15","2000",6,3,4,30
12580014,"4/15","2002",4,2,3,16
12580015,"4/15","2008",7,3,3,30
12580016,"4/15","2005",5,2,4,32
12580017,"4/15","1994",6,4,3,40
12580018,"","",8,4,4,NA
12580019,"4/14","2000",6,2,4,30
12580022,"4/15","2004",6,3,4,30
12580023,"4/15","2004",5,3,1,30
12580024,"4/15","2004",6,4,2,40
12580026,"4/15","2004",6,4,2,40
12580027,"4/14","1999",6,3,4,27
12580028,"4/14","2011",8,4,4,40
12580029,"4/15","1994",6,3,3,40
12580030,"4/15","2004",6,4,2,40
12580031,"4/14","2001",4,2,3,40
12580032,"4/14","1993",5,3,4,33
12580034,"4/14","2006",7,4,4,40
12580035,"4/14","2006",7,4,4,40
12580036,"4/14","2005",6,4,3,40
12580039,"4/14","2005",7,4,4,40
12580040,"4/14","2005",7,3,3,34
12580041,"4/15","1994",6,3,4,40
12580042,"4/15","2006",7,4,3,34
12580043,"4/14","",5,3,2,33
12580044,"4/14","2003",8,4,4,24
12580045,"4/14","1999",6,3,4,30
12580046,"4/14","1989",5,3,3,16
12580047,"4/14","2005",7,3,3,34
12580048,"4/14","2005",6,3,4,34
12580049,"4/15","",4,2,2,34
12580050,"4/14","",2,1,1,27
12580051,"4/15","",5,2,3,34
12580052,"4/14","2005",6,3,4,34
12580053,"4/15","2005",8,4,5,32
12580054,"4/15","2002",8,3,5,32
12580055,"4/15","2002",8,4,5,33
12580056,"4/15","1987",4,2,2,32
12580057,"4/15","1987",4,2,2,32
12580058,"4/14","1987",5,3,2,32
12580059,"4/14","2006",7,4,5,40
12580060,"4/14","2006",7,4,5,40
12580061,"4/15","",5,2,3,34
12580062,"4/15","2006",7,4,3,34
12580063,"4/15","",5,2,3,34
12580064,"4/15","2003",6,4,3,34
12580065,"4/14","",6,3,4,33
12580066,"4/15","2006",6,3,3,34
12580067,"4/14","",4,3,2,19
12580068,"4/14","1987",3,2,1,36
12580069,"4/15","2004",6,4,2,40
12580070,"4/14","",4,2,2,27
12580071,"4/14","",7,4,4,33
12580072,"4/14","",7,4,4,33
12580073,"4/14","",4,2,2,27
12580074,"4/14","1993",3,2,2,35
12580075,"4/14","",2,1,1,27
12580076,"4/14","1999",5,3,2,27
12580077,"4/14","1999",7,4,4,25
12580078,"4/14","1987",5,2,3,32
12580079,"4/14","1987",5,2,3,32
12580080,"5/15","1999",7,4,4,27
12580082,"4/14","",7,4,5,18
12580083,"4/14","",4,2,2,27
12580084,"4/14","1999",7,4,4,25
12580085,"4/14","",5,3,2,27
12580086,"4/14","2001",7,4,4,27
12580087,"4/15","",6,4,2,27
12580088,"4/14","1999",5,3,4,25
12580090,"4/14","1985",4,2,3,32
12580091,"4/14","1991",5,3,2,27
12580092,"4/15","1991",5,3,2,33
12580093,"4/15","2004",6,3,4,40
12580096,"5/15","1991",3,2,2,30
12580097,"4/14","",2,2,1,27
12580098,"5/15","1999",6,4,3,35
12580099,"4/14","1987",4,2,2,16
12580102,"5/15","1996",3,2,2,14
12580103,"4/14","2003",7,3,4,40
12580104,"5/15","2002",5,3,1,30
12580105,"5/15","",6,3,4,27
12580106,"5/15","",6,4,3,27
12580107,"5/15","2002",6,3,3,30
12580108,"5/15","2002",3,2,1,30
12580109,"4/14","",4,3,1,36
12580110,"4/14","",2,1,2,27
12580111,"4/14","2003",6,3,4,40
12580112,"5/15","",5,2,4,27
12580113,"4/14","",3,2,2,27
12580114,"4/14","2001",5,3,3,27
12580115,"4/14","",3,2,3,27
12580116,"5/15","",3,2,1,27
12580117,"4/14","2001",6,3,3,27
12580118,"5/15","1998",6,2,3,25
12580119,"4/14","1981",6,3,4,25
12580120,"5/15","2002",4,2,2,30
12580121,"5/15","2002",4,2,2,30
12580122,"5/15","1998",5,2,3,25
12580123,"5/15","1999",6,4,3,35
12580124,"5/15","1999",7,4,3,35
12580125,"5/15","2002",4,2,2,30
12580126,"4/14","2001",6,3,3,27
12580127,"5/15","",5,3,2,35
12580128,"5/15","2001",7,4,4,24
12580129,"4/14","2001",5,3,3,27
12580130,"5/15","2001",6,3,3,34
12580132,"5/15","2001",7,4,4,24
12580133,"5/15","1999",7,4,3,35
12580134,"5/15","2001",7,4,4,24
12580136,"5/15","2002",7,4,3,35
12580137,"4/14","1999",6,3,4,30
12580138,"4/14","1999",5,3,4,35
12580139,"4/15","",4,2,2,34
12580140,"4/14","",4,2,2,36
12580141,"4/14","",4,2,2,36
12580142,"4/14","1999",5,3,4,31
12580143,"4/14","",4,2,2,36
12580144,"4/14","2005",6,3,4,34
12580145,"4/14","",4,2,2,36
12580146,"4/15","2002",6,3,4,31
12580147,"4/15","2002",7,3,4,27
12580148,"4/14","",7,3,4,28
12580149,"4/15","2002",6,3,5,27
12580150,"4/15","",5,2,3,20
12580151,"4/15","",6,3,4,21
12580153,"4/14","1999",5,3,4,31
12580154,"4/14","1999",6,3,4,31
12580155,"4/14","",5,2,3,27
12580158,"4/15","1999",6,4,2,25
12580159,"4/14","",7,3,4,28
12580160,"4/14","1999",6,3,4,31
12580162,"4/15","2002",6,3,4,31
12580164,"4/14","1999",6,3,4,31
12580165,"4/14","1999",6,3,4,31
12580166,"4/15","2002",5,2,3,31
12580167,"4/15","1993",7,4,4,27
12580168,"4/14","",3,3,1,36
12580169,"4/14","",5,3,3,33
12580170,"4/14","1987",5,3,2,36
12580171,"4/15","",3,5,1,34
12580172,"4/14","1993",4,3,4,28
12580173,"4/14","1993",4,3,3,28
12580174,"4/14","",6,3,4,26
12580176,"4/15","2006",8,4,5,37
12580177,"4/14","1993",5,3,3,28
12580178,"4/15","2000",5,4,2,34
12580179,"4/14","",6,3,3,26
12580181,"4/15","1998",7,4,4,11
12580183,"4/15","2000",6,2,4,34
12580184,"4/15","",3,2,2,27
12580185,"4/15","2002",8,3,4,27
12580188,"4/15","1993",7,4,4,27
12580190,"4/15","",6,3,4,27
12580191,"4/14","1989",6,3,3,27
12580192,"4/14","1993",5,3,2,27
12580193,"4/14","",4,2,2,27
12580196,"4/15","",6,3,3,27
12580197,"4/15","",6,3,3,27
12580198,"4/15","",4,2,2,34
12580199,"4/14","",4,3,2,27
12580200,"4/14","",5,3,2,27
12580201,"4/14","",4,3,2,27
12580202,"4/15","",5,2,3,36
12580203,"4/15","",5,3,2,36
12580205,"4/15","",5,3,1,36
12580206,"4/14","1999",6,3,4,27
12580207,"4/14","1999",6,3,3,27
12580209,"4/15","2002",6,3,4,33
12580211,"4/14","",5,3,3,27
12580212,"4/14","2001",6,3,4,29
12580213,"4/14","1989",8,4,4,27
12580214,"4/14","1999",6,3,3,27
12580215,"4/15","2006",8,4,5,27
12580216,"4/15","2002",7,3,5,19
12580217,"4/14","",4,3,2,27
12580218,"4/14","2009",8,5,3,27
12580219,"4/14","",3,2,2,28
12580220,"4/14","1989",5,3,2,27
12580223,"4/14","1998",6,3,3,27
12580224,"4/15","",4,2,2,27
12580225,"4/15","2012",8,5,4,36
12580226,"4/14","1999",5,2,3,27
12580227,"4/14","1993",5,3,4,27
12580228,"4/15","2003",5,3,3,27
12580229,"4/15","2012",9,5,5,36
12580230,"4/15","2004",5,2,4,36
12580231,"4/14","2003",7,4,2,40
12580232,"4/14","2003",7,4,4,40
12580233,"4/14","2005",7,4,3,27
12580234,"4/14","2005",7,3,4,27
12580235,"4/15","",6,3,4,25
12580236,"4/14","2001",6,3,3,27
12580237,"4/14","2003",7,4,4,40
12580238,"4/14","2003",7,4,3,40
12580239,"5/15","",4,2,2,27
12580240,"4/14","2003",7,4,3,40
12580241,"4/14","2001",6,3,3,28
12580246,"4/14","2001",6,3,4,29
12580247,"5/15","2002",5,3,2,35
12580253,"4/14","2001",7,4,4,24
12580257,"5/15","1992",6,3,4,28
12580258,"5/15","1988",5,3,4,28
12580259,"4/14","2001",7,4,4,28
12580260,"5/15","2000",5,3,2,27
12580262,"5/15","",3,2,1,27
12580263,"5/15","1988",4,3,2,28
12580264,"5/15","2000",6,3,3,27
12580265,"5/15","2004",6,3,4,28
12580266,"4/14","2003",7,4,3,40
12580267,"4/14","",3,2,2,28
12580268,"4/14","2003",7,4,3,40
12580269,"5/15","",6,2,3,28
12580270,"5/15","",5,3,3,27
12580271,"5/15","",5,3,3,27
12580272,"4/14","2003",6,3,3,40
12580273,"4/15","",4,2,2,27
12580274,"4/14","2003",6,3,3,40
12580275,"4/14","2001",5,2,4,26
12580276,"5/15","",5,2,3,27
12580277,"5/15","",5,2,3,27
12580280,"4/14","2001",5,3,3,23
12580281,"5/15","",6,3,3,28
12580282,"5/15","",4,2,1,24
12580283,"4/14","",6,4,2,27
12580284,"4/15","2004",4,2,2,36
12580285,"5/15","",5,3,3,27
12580286,"4/14","",3,3,1,36
12580287,"4/14","2003",6,3,3,40
12580288,"4/14","",3,3,1,36
12580289,"4/14","",5,2,4,40
12580290,"4/14","",3,3,1,36
12580291,"4/14","",4,2,2,36
12580292,"4/15","",4,2,3,32
12580293,"4/15","2002",6,4,2,27
12580294,"5/15","1992",7,3,4,31
12580295,"5/15","",3,2,1,27
12580296,"5/15","",5,3,2,28
12580297,"5/15","1992",7,3,4,31
12580298,"5/15","1992",7,3,4,31
12580299,"4/14","1997",5,3,5,27
12580300,"5/15","2000",6,3,2,27
12580301,"5/15","2004",5,3,4,27
12580302,"5/15","2004",5,2,4,28
12580303,"5/15","1992",7,3,4,31
12580304,"4/14","",3,2,2,36
12580305,"5/15","",3,2,2,27
12580306,"4/14","",4,3,1,36
12580307,"4/15","2000",7,3,3,27
12580308,"4/15","",7,4,3,27
12580309,"5/15","2000",5,3,2,27
12580310,"4/14","",4,3,2,36
12580311,"4/14","",4,3,2,36
12580312,"4/14","2004",5,3,3,35
12580313,"4/14","2004",5,3,3,35
12580314,"4/14","1989",5,3,3,22
12580315,"4/14","",6,3,3,30
12580316,"4/15","2007",6,2,3,30
12580317,"4/15","2007",6,2,3,30
12580318,"4/15","2004",7,4,3,24
12580319,"5/15","1991",5,3,2,30
12580320,"5/15","2004",6,3,4,40
12580321,"5/15","1999",6,3,5,30
12580322,"4/15","2004",8,4,4,24
12580323,"9/14","2012",8,3,5,35
12580326,"4/15","2004",8,4,4,24
12580328,"4/15","2004",7,3,4,30
12580330,"4/15","2004",8,4,4,30
12580331,"5/15","2004",6,3,4,40
12580332,"4/15","2004",8,4,4,30
12580333,"4/14","",5,4,2,26
12580334,"4/14","1995",6,4,2,27
12580335,"4/15","2002",7,4,3,27
12580336,"4/14","",3,3,1,26
12580337,"5/15","1998",2,1,2,25
12580338,"5/15","2006",7,3,4,30
12580339,"5/15","2002",5,3,2,30
12580340,"4/14","1995",5,3,2,30
12580341,"5/15","1999",6,3,5,30
12580342,"5/15","1999",6,3,5,30
12580343,"5/15","1999",6,3,5,30
12580348,"5/15","2002",5,2,3,27
12580349,"4/14","2009",7,2,4,27
12580350,"5/15","2001",6,3,4,24
12580351,"5/15","",6,3,3,27
12580352,"4/14","2009",8,4,4,27
12580353,"5/15","1986",3,2,2,24
12580354,"5/15","2004",6,3,4,40
12580356,"5/15","2004",6,3,4,40
12580357,"4/15","2002",7,4,5,27
12580358,"5/15","",7,3,4,40
12580359,"5/15","2000",7,4,3,40
12580360,"5/15","2000",5,2,3,40
12580361,"5/15","2000",7,4,3,40
12580362,"5/15","1991",4,3,2,20
12580363,"4/14","2002",4,2,3,30
12580364,"4/14","2002",4,2,3,30
12580365,"4/14","1995",6,4,2,27
12580366,"4/14","2005",8,3,5,27
12580367,"4/14","2002",4,2,3,30
12580368,"4/14","1997",7,5,3,27
12580369,"4/14","2002",4,2,3,30
12580370,"4/14","2004",7,3,5,32
12580371,"4/14","",6,3,4,26
12580372,"4/14","",6,3,4,26
12580373,"4/15","1985",3,2,2,27
12580374,"4/14","2005",7,4,4,27
12580375,"4/15","2002",6,3,4,27
12580376,"4/14","",3,3,1,26
12580377,"4/15","1985",4,2,4,27
12580378,"4/15","1993",5,4,2,27
12580379,"4/14","2004",6,3,5,32
12580380,"4/14","2004",6,3,4,32
12580381,"4/15","2004",7,3,4,29
12580382,"4/15","1993",6,3,4,27
12580383,"4/15","2004",7,3,4,27
12580384,"4/15","1993",6,3,4,27
12580385,"4/14","2002",4,2,3,30
12580386,"4/14","2011",9,5,5,30
12580388,"4/14","2011",9,5,5,30
12580389,"4/14","2011",9,5,5,30
12580390,"4/15","",4,2,2,30
12580391,"4/15","",5,2,3,30
12580392,"4/15","",6,3,4,28
12580393,"4/15","",4,2,2,30
12580394,"4/15","1998",7,4,1,27
12580395,"4/14","2011",9,5,5,30
12580396,"4/14","1997",6,3,4,27
12580397,"4/15","1993",6,3,4,27
12580398,"4/14","2011",8,4,4,30
12580400,"4/14","2011",8,4,4,30
12580401,"4/14","",7,3,4,28
12580402,"4/14","2005",7,3,4,27
12580403,"4/14","",5,3,4,27
12580404,"4/15","2005",6,3,4,28
12580405,"4/14","",7,3,4,28
12580406,"4/15","1998",6,3,3,27
12580407,"4/15","2002",8,4,5,27
12580408,"4/14","",3,2,2,26
12580409,"5/15","2004",7,3,4,40
12580410,"5/15","2004",6,3,4,40
12580411,"4/15","2004",8,4,5,27
12580412,"4/15","2004",8,4,5,27
12580413,"4/14","",3,3,1,26
12580414,"4/14","2005",8,4,4,25
12580415,"5/15","2004",6,3,4,40
12580416,"5/15","2000",6,4,2,27
12580417,"4/14","2011",8,5,4,30
12580418,"4/14","2011",8,5,4,30
12580419,"4/14","1997",7,3,3,24
12580420,"4/14","2011",8,4,5,30
12580421,"4/14","2011",8,4,5,30
12580422,"4/14","",5,3,2,25
12580423,"6/15","2015",10,5,5,27
12580424,"6/15","2015",10,5,5,27
12580425,"4/14","",5,3,5,25
12580426,"6/15","2015",10,5,5,27
12580427,"4/14","2011",8,4,5,30
12580428,"4/14","1993",4,3,3,27
12580429,"4/14","",6,3,3,25
12580430,"5/15","2004",7,3,5,40
12580431,"4/14","2011",8,4,5,30
12580432,"4/15","1998",4,2,2,27
12580433,"5/15","2004",7,3,5,40
12580434,"4/14","",6,3,3,25
12580435,"6/15","2015",10,5,5,27
12580436,"1211","",6,3,5,27
12580437,"4/14","",7,4,3,25
12580438,"5/15","",5,3,3,27
12580439,"4/14","2001",5,3,4,29
12580440,"4/14","2009",6,2,5,27
12580441,"4/14","2001",4,2,4,24
12580442,"5/15","2000",6,3,2,40
12580443,"4/14","1997",6,3,4,NA
12580444,"5/15","2000",6,3,2,40
12580445,"5/15","",6,3,3,27
12580446,"4/14","2009",8,4,4,27
12580447,"5/15","",6,3,3,27
12580449,"5/15","2004",6,3,4,28
12580450,"4/14","2009",8,4,4,27
12580451,"5/15","2004",5,3,4,28
12580452,"5/15","1983",5,2,3,36
12580453,"4/14","1990",2,1,2,24
12580454,"5/15","1983",5,2,3,36
12580455,"5/15","2000",6,3,4,31
12580456,"5/15","1986",4,2,2,24
12580457,"5/15","1999",6,3,4,21
12580458,"4/14","1997",6,3,4,31
12580459,"4/14","1997",7,4,4,27
12580460,"4/14","1990",4,2,4,24
12580461,"5/15","1991",4,2,3,27
12580462,"5/15","1988",5,2,3,28
12580463,"5/15","1991",3,2,2,27
12580464,"5/15","2000",5,3,3,36
12580465,"4/14","",8,4,4,27
12580466,"4/14","2005",6,3,3,27
12580467,"5/15","",5,3,3,27
12580468,"4/14","2009",8,4,4,27
12580469,"5/15","2004",6,3,4,28
12580470,"5/15","1983",5,2,3,36
12580471,"4/14","2001",6,2,4,30
12580472,"5/15","1983",5,2,3,36
12580473,"5/15","2004",6,3,3,25
12580474,"5/15","",5,3,3,27
12580475,"4/14","2004",5,3,3,35
12580476,"4/14","2004",5,3,3,35
12580477,"4/14","2009",8,4,4,27
12580479,"4/14","1989",6,3,5,25
12580480,"4/15","1993",6,3,3,27
12580482,"4/14","",5,2,3,23
12580483,"4/14","2004",5,3,3,35
12580485,"4/14","",5,2,3,23
12580487,"5/15","1991",4,2,2,27
12580488,"4/14","2001",7,3,4,26
12580489,"5/15","2004",6,3,4,25
12580490,"5/15","2000",6,3,3,36
12580491,"5/15","2004",7,3,4,25
12580492,"5/15","2004",6,3,3,25
12580494,"5/15","1991",2,2,1,27
12580495,"4/14","2004",7,4,4,35
12580496,"5/15","2000",7,3,5,36
12580497,"5/15","2002",8,4,5,25
12580498,"5/15","2007",8,4,5,35
12580499,"5/15","2007",8,5,4,35
12580500,"4/14","2003",6,3,3,27
12580501,"4/14","2005",7,4,3,25
12580502,"4/14","2001",6,3,2,27
12580503,"5/15","2000",3,2,2,27
12580504,"5/15","2006",8,4,5,25
12580505,"4/14","",3,2,1,NA
12580506,"4/14","1997",5,3,2,28
12580507,"5/15","2004",5,4,1,27
12580508,"4/14","2001",6,3,2,27
12580509,"4/14","2001",5,4,2,24
12580510,"4/14","",3,2,1,NA
12580511,"5/15","2006",7,3,5,27
12580512,"5/15","2002",5,3,3,34
12580513,"4/14","2001",7,4,4,24
12580514,"5/15","2004",7,3,4,40
12580515,"5/15","2004",7,4,4,40
12580516,"5/15","1991",5,3,4,34
12580517,"4/14","2005",6,3,4,35
12580518,"4/14","1998",4,2,3,25
12580519,"4/14","",5,2,4,25
12580520,"4/14","1998",5,2,3,25
12580521,"5/15","2004",6,3,5,26
12580522,"5/15","2006",8,4,5,25
12580523,"4/14","1988",8,5,3,28
12580524,"5/15","2004",6,3,4,25
12580525,"4/14","1998",6,3,4,28
12580526,"5/15","",4,3,1,34
12580527,"5/15","",3,2,2,27
12580528,"4/14","",4,2,2,34
12580529,"4/14","1998",6,3,4,28
12580530,"4/14","1998",6,3,5,28
12580531,"5/15","2007",8,4,4,35
12580532,"5/15","2004",6,4,3,39
12580533,"5/15","",8,4,4,23
12580534,"5/15","2004",6,4,3,39
12580536,"4/14","2005",6,3,4,35
12580537,"4/14","2005",6,3,4,35
12580538,"5/15","",4,2,2,25
12580539,"4/14","2005",6,3,4,35
12580540,"5/15","2004",6,3,5,26
12580541,"4/14","1994",4,2,3,35
12580542,"4/14","1994",4,2,3,35
12580543,"4/14","1994",4,2,3,35
12580545,"4/14","2005",7,3,4,46
12580546,"4/14","",4,2,3,36
12580547,"4/14","2005",6,3,4,34
12580548,"5/15","1985",6,3,3,50
12580550,"5/15","1988",5,3,2,NA
12580554,"4/14","2006",8,4,5,30
12580555,"4/15","2012",9,5,5,36
12580556,"4/15","2012",9,5,5,36
12580558,"4/14","2003",8,4,5,24
12580559,"4/15","2006",8,4,5,35
12580560,"4/15","2000",5,2,3,35
12580561,"4/14","1998",6,3,3,41
12580562,"4/14","1998",6,3,3,41
12580563,"4/15","1998",6,3,4,26
12580564,"4/15","1998",6,2,4,27
12580565,"4/15","2000",5,2,3,35
12580567,"4/15","2000",6,3,3,36
12580568,"4/15","2001",4,2,2,31
12580569,"4/15","",5,2,3,27
12580570,"4/15","2000",6,3,3,36
12580571,"4/15","2000",5,2,3,27
12580573,"4/15","2000",6,3,3,36
12580574,"4/14","1997",4,2,2,32
12580575,"4/15","2004",5,3,2,27
12580576,"4/15","2001",4,1,2,31
12580577,"4/15","2001",4,2,2,31
12580578,"4/15","",6,3,3,26
12580579,"4/14","1989",4,2,4,25
12580580,"4/14","1989",4,2,4,25
12580581,"4/14","",5,2,4,NA
12580582,"4/15","",6,3,3,26
12580583,"4/14","1989",4,3,2,25
12580584,"4/15","",6,3,3,26
12580585,"4/14","",6,3,3,30
12580586,"4/14","",4,2,2,NA
12580591,"4/14","2005",6,4,2,36
12580592,"4/14","2002",6,3,4,30
12580593,"4/15","",6,3,3,26
12580594,"4/14","",5,2,3,23
12580595,"4/15","",4,3,2,26
12580596,"4/14","2005",8,4,4,24
12580597,"4/15","",4,3,2,26
12580598,"4/15","2000",6,3,3,36
12580599,"4/15","2000",6,3,3,36
12580600,"4/15","2000",6,3,3,37
12580601,"4/15","2000",6,3,3,37
12580602,"4/14","",6,3,5,27
12580603,"4/14","",5,2,3,23
12580604,"4/15","2002",6,4,3,11
12580605,"4/15","2000",6,3,4,37
12580606,"4/15","2000",6,3,3,37
12580607,"4/15","2000",6,3,3,37
12580608,"4/14","",5,3,3,27
12580609,"4/15","",4,3,2,26
12580610,"4/14","1997",5,3,3,27
12580611,"4/14","",3,1,2,27
12580612,"4/14","1989",6,3,3,NA
12580613,"4/14","1997",6,3,4,27
12580615,"4/14","2003",8,4,4,27
12580616,"4/14","2003",8,4,4,27
12580617,"4/15","",5,2,3,27
12580618,"4/14","2006",5,3,1,40
12580619,"4/14","",4,3,2,40
12580620,"4/15","2006",7,4,3,27
12580621,"4/14","",4,3,2,40
12580622,"4/15","",4,2,2,30
12580623,"4/14","",4,3,3,40
12580624,"4/14","",3,2,2,27
12580625,"4/15","",4,2,2,30
12580626,"4/15","1989",6,3,3,27
12580627,"4/14","",4,3,3,40
12580628,"4/14","",4,3,3,40
12580629,"4/15","1993",4,2,2,27
12580630,"4/14","",5,2,3,25
12580631,"5/15","2010",8,4,5,27
12580632,"4/14","1993",6,3,3,25
12580633,"4/15","1998",6,3,4,28
12580635,"4/15","1993",7,4,4,24
12580636,"4/15","",6,3,4,24
12580638,"4/15","2000",7,3,4,27
12580639,"4/14","",6,3,4,27
12580640,"4/15","",6,3,4,24
12580641,"4/15","2005",8,4,5,24
12580642,"4/14","",7,4,3,NA
12580643,"4/15","2000",6,3,4,27
12580644,"4/14","2005",8,4,5,NA
12580645,"4/15","2000",6,4,2,27
12580646,"4/15","2000",6,4,2,27
12580647,"4/15","83,99",6,3,3,27
12580648,"4/14","",6,3,4,25
12580649,"4/14","",5,3,4,27
12580650,"4/14","",6,3,4,NA
12580651,"4/15","1998",7,3,5,22
12580652,"4/14","",6,3,4,25
12580653,"4/14","",6,3,4,NA
12580654,"4/14","",7,4,3,NA
12580655,"4/15","2004",6,4,2,27
12580656,"4/15","2000",6,4,3,37
12580657,"4/15","2002",4,3,2,27
12580658,"4/15","83,99",6,4,3,27
12580659,"5/15","2010",8,4,5,27
12580660,"4/15","83,99",6,3,3,27
12580661,"4/14","",7,3,4,27
12580662,"4/15","2000",6,4,3,37
12580663,"4/14","2003",8,4,4,27
12580664,"4/14","2003",8,5,4,36
12580665,"3/15","1985",4,2,4,26
12580666,"4/14","",4,3,1,NA
12580667,"3/15","1985",4,2,4,26
12580668,"4/15","2002",7,3,4,27
12580669,"4/15","1982",5,3,3,NA
12580670,"4/14","2003",8,5,4,36
12580671,"4/14","2003",8,4,5,36
12580672,"4/14","",7,3,4,NA
12580673,"4/14","",6,3,2,25
12580674,"4/15","2002",8,4,3,27
12580675,"4/15","1982",4,3,2,NA
12580676,"4/14","",6,3,5,27
12580677,"4/14","",6,3,2,25
12580678,"4/14","",6,3,4,NA
12580683,"4/14","",6,3,5,27
12580684,"4/14","",5,3,4,NA
12580685,"4/14","",7,4,3,NA
12580686,"4/14","",4,3,2,22
12580687,"4/15","1989",5,2,4,NA
12580689,"4/15","2002",6,3,4,25
12580698,"4/14","2005",3,3,2,24
12580700,"4/14","2005",5,2,2,36
12580705,"4/15","",4,2,2,26
12580706,"4/14","2006",8,4,5,27
12580707,"4/14","",5,3,3,NA
12580708,"4/14","2003",8,4,4,27
12580709,"4/15","",4,2,2,26
12580710,"4/15","1998",5,2,3,26
12580711,"4/14","",6,3,4,NA
12580712,"4/15","2006",7,3,4,26
12580715,"4/14","2005",7,4,5,36
12580736,"4/14","2003",8,4,5,36
12580765,"4/15","1993",6,3,3,27
12580766,"4/14","1989",6,3,3,25
12580767,"5/14","2005",3,2,3,25
12580768,"4/14","1989",6,3,3,23
12580770,"4/14","2005",7,4,4,27
12580771,"4/14","2005",7,4,3,23
12580773,"4/14","1989",5,3,3,25
12580778,"4/14","2005",6,2,4,NA
12580779,"4/15","2005",7,3,4,27
12580780,"4/14","2005",6,3,3,23
12580781,"4/14","1993",5,3,3,NA
12580782,"4/14","1989",5,3,3,25
12580787,"4/14","1993",5,3,3,NA
12580909,"4/14","",6,2,4,NA
12580911,"4/14","",6,3,3,28
12580913,"4/15","2001",7,3,5,29
12580914,"4/14","2001",5,3,3,28
12580915,"4/14","2001",7,3,4,29
12580918,"4/14","1987",6,3,3,24
12580919,"4/15","2001",7,3,5,29
12580920,"4/14","1987",7,4,3,24
12580921,"4/14","",6,3,3,24
12580922,"4/14","1997",7,3,4,22
12580928,"9/14","1998",6,3,4,46
12580930,"4/14","",7,4,3,25
12580931,"4/14","",3,2,1,25
12580932,"4/14","1997",6,3,5,36
12580933,"4/14","2009",8,5,4,25
12580934,"4/14","1997",7,3,5,36
12580937,"4/15","2001",6,3,4,29
12580938,"4/14","1993",5,3,5,29
12580940,"4/15","2002",5,3,4,29
12580941,"4/15","2001",6,3,4,29
12580943,"4/14","2001",5,3,4,29
12580944,"4/14","",6,3,4,27
12580945,"4/14","1988",5,3,3,35
12580946,"4/14","1988",4,2,2,35
12580947,"4/14","2002",5,2,3,27
12580948,"4/14","",4,2,4,27
12580949,"4/14","2002",7,3,5,27
12580950,"4/14","1989",4,2,3,27
